id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
624714846620622484,Home in San Diego · ★4.86 · 8 bedrooms · 10 beds · 8 baths,38690778,Bluewater Vacation Homes,,Mission Bay,32.77133,-117.2508,Entire home/apt,723,30,7,2023-07-29,0.75,100,317,7,"STR-01729L, 519882"
624715162656555337,Home in San Diego · ★4.50 · 4 bedrooms · 5 beds · 4 baths,38690778,Bluewater Vacation Homes,,Mission Bay,32.77316,-117.25222,Entire home/apt,572,31,10,2023-08-20,0.72,100,332,8,"STR-02331L, 519347"
624884185849118245,Condo in San Diego · 1 bedroom · 1 bed · 1 bath,84190672,Kevin,,East Village,32.70886993408203,-117.15776824951172,Entire home/apt,200,31,0,,,1,260,0,
624659247717776877,Home in San Diego · 3 bedrooms · 4 beds · 1 bath,175209581,Kandon,,Gaslamp Quarter,32.71384,-117.1601,Entire home/apt,379,31,1,2022-11-15,0.10,1,365,1,
630391643223369371,Home in San Diego · ★4.90 · 3 bedrooms · 5 beds · 0 baths,111814989,Vacasa California,,La Jolla,32.85255,-117.25699,Entire home/apt,466,2,21,2023-08-25,1.56,21,314,19,"STR-01555L, 639151"
630391668674202448,Rental unit in San Diego · ★3.94 · 1 bedroom · 2 beds · 0 baths,111814989,Vacasa California,,La Jolla,32.85249003516621,-117.25570346822215,Entire home/apt,172,2,17,2023-08-25,1.20,21,364,13,"STR-02345L, 645026"
630461178169966391,Home in San Diego · ★4.97 · 4 bedrooms · 5 beds · 2.5 baths,21769361,Gabe,,Midtown,32.73914660728513,-117.16686833634333,Entire home/apt,356,4,31,2023-09-04,2.71,15,321,31,"STR-01263L, 643854"
625246880177677441,Home in San Diego · 2 bedrooms · 5 beds · 1 bath,20367150,Anna,,City Heights East,32.75547,-117.09633,Entire home/apt,150,2,1,2023-07-23,0.52,2,0,1,"STR-06897L, 648247"
630478474385815857,Home in San Diego · 5 bedrooms · 7 beds · 3 baths,307894831,Mission Beach,,Mission Bay,32.783367,-117.253304,Entire home/apt,1750,2,0,,,4,229,0,"STR-02182L, 518827"
625265021274242500,Home in San Diego · 3 bedrooms · 4 beds · 3 baths,15320680,Lisa,,La Jolla,32.83879470825195,-117.27550506591797,Entire home/apt,500,4,1,2023-03-21,0.16,7,303,1,"STR-04311L, 627021"
630490751020343463,Guesthouse in San Diego · Studio · 1 bed · 1 bath,459942528,Jennifer,,Linda Vista,32.79435,-117.17719,Entire home/apt,100,31,2,2022-08-27,0.12,1,322,0,
630492318683406504,Home in San Diego · ★4.57 · 1 bedroom · 1 bed · 1 bath,147276739,Urban Sands,,Core,32.71503829956055,-117.15901947021484,Entire home/apt,106,2,28,2023-09-04,1.93,87,0,23,Exempt
625297802785185049,Rental unit in San Diego · ★5.0 · 2 bedrooms · 3 beds · 2 baths,15320680,Lisa,,La Jolla,32.8338193,-117.2764018,Entire home/apt,400,4,4,2023-08-28,1.52,7,112,4,"STR-05663L, 623104"
625300258467107196,Guesthouse in San Diego · 1 bedroom · 1 bed · 1 bath,15320680,Lisa,,La Jolla,32.81483701468106,-117.26516087387628,Entire home/apt,150,4,0,,,7,228,0,"STR-05689L, 623110"
630512212782407466,Home in San Diego · ★4.73 · 3 bedrooms · 8 beds · 1 bath,459949299,Dotan,,Ocean Beach,32.75145560052137,-117.2441635131836,Entire home/apt,318,2,33,2023-09-04,2.13,5,247,19,"STR-01755L, 643709"
625362553679921720,Home in San Diego · ★4.50 · 2 bedrooms · 3 beds · 1 bath,113421970,La Jolla,,Wooded Area,32.7098604,-117.237121,Entire home/apt,350,1,12,2023-08-03,0.87,77,329,9,"STR-02934L, 637494"
630513048791667345,Home in San Diego · ★4.75 · 3 bedrooms · 5 beds · 3 baths,17479981,Jessie,,Rolando,32.761047,-117.061386,Entire home/apt,348,2,8,2023-07-25,0.50,1,0,1,"STR-08229L, 649023"
630528272705924331,Home in San Diego · ★4.67 · 1 bedroom · 3 beds · 1 bath,459949299,Dotan,,Ocean Beach,32.751293,-117.244164,Entire home/apt,176,2,42,2023-09-04,2.64,5,247,22,"STR-01834L, 643445"
625362567460150244,Home in San Diego · ★5.0 · 3 bedrooms · 4 beds · 2 baths,113421970,La Jolla,,Wooded Area,32.70897,-117.23791,Entire home/apt,536,30,3,2023-08-07,0.23,77,308,2,"STR-02934L, 637494"
625362578459065620,Home in San Diego · ★4.78 · 1 bedroom · 1 bed · 1 bath,113421970,La Jolla,,Wooded Area,32.7098563,-117.2371412,Entire home/apt,212,1,18,2023-08-23,1.29,77,308,14,"STR-04327L, 609841"
625458686137136477,Home in San Diego · ★4.78 · 3 bedrooms · 4 beds · 1 bath,55287801,Nico,,Balboa Park,32.716667,-117.137711,Entire home/apt,208,2,23,2023-07-23,1.45,10,87,10,"STR-07195L, 643782"
630535716450797548,Home in San Diego · ★4.48 · 1 bedroom · 2 beds · 1 bath,459949299,Dotan,,Ocean Beach,32.75140146117149,-117.24424934387207,Entire home/apt,130,2,29,2023-09-04,1.95,5,234,22,"STR-01829L, 643444"
625625812924071971,Loft in San Diego · ★5.0 · 1 bedroom · 1 bed · 2 baths,366027177,Ryan,,Old Town,32.75188,-117.16283,Entire home/apt,220,31,4,2023-07-01,0.31,3,365,3,
630542787401931773,Home in San Diego · ★5.0 · 6 bedrooms · 10 beds · 6.5 baths,38690778,Bluewater Vacation Homes,,Mission Bay,32.78816,-117.25402,Entire home/apt,1809,1,3,2023-03-29,0.27,100,239,3,"STR-03280L, 518560"
625640645982787106,Rental unit in San Diego · ★4.28 · Studio · 1 bed · 1 bath,234239181,Yumi,,City Heights West,32.75518,-117.11903,Entire home/apt,97,1,39,2023-09-03,2.38,21,297,28,Exempt
625646487369908264,Rental unit in San Diego · ★4.61 · Studio · 1 bed · 1 bath,234239181,Yumi,,City Heights West,32.75516,-117.11815,Entire home/apt,97,1,38,2023-09-12,2.32,21,297,24,Exempt
630575553154283388,Condo in San Diego · ★4.74 · 1 bedroom · 2 beds · 1 bath,459961809,Chris,,Mission Bay,32.783894,-117.253235,Entire home/apt,180,2,31,2023-08-31,2.07,1,225,20,"STR-01717L, 518524"
625648973812732036,Rental unit in San Diego · ★4.59 · Studio · 1 bed · 1 bath,234239181,Yumi,,City Heights West,32.75491,-117.11763,Entire home/apt,110,1,41,2023-09-10,2.57,21,289,31,Exempt
625650272155225948,Townhouse in San Diego · ★New · 3 bedrooms · 3 beds · 2 baths,356427430,Kathleen,,Mission Bay,32.77515,-117.25219,Entire home/apt,675,2,0,,,1,361,0,"STR-01912L, 644773"
630635897743341970,Rental unit in San Diego · ★4.49 · 2 bedrooms · 3 beds · 1 bath,234239181,Yumi,,City Heights West,32.75263,-117.12049,Entire home/apt,122,2,51,2023-09-04,3.19,21,361,36,"STR-08570L, 650022"
630649370774595943,Home in San Diego · ★4.92 · 3 bedrooms · 3 beds · 2 baths,304961375,Kenneth,,Pacific Beach,32.80634,-117.22152,Entire home/apt,550,3,13,2023-02-26,0.87,6,0,5,"STR-06096L, 646876"
625650405128433360,Home in San Diego · ★4.94 · 4 bedrooms · 6 beds · 2.5 baths,458649836,Lien,,Paradise Hills,32.673943,-117.058701,Entire home/apt,300,7,17,2023-01-02,1.18,1,260,9,"STR-00502L, 644115"
630650178826283708,Home in San Diego · ★4.63 · 2 bedrooms · 2 beds · 1 bath,304961375,Kenneth,,North Clairemont,32.82901,-117.20866,Entire home/apt,250,31,8,2022-10-03,0.54,6,0,1,
630652275406596031,Home in San Diego · ★4.55 · 3 bedrooms · 3 beds · 2 baths,304961375,Kenneth,,North Clairemont,32.82882,-117.20996,Entire home/apt,370,31,11,2022-11-27,0.73,6,0,2,"STR-06097L, 646874"
625665086990825355,Home in San Diego · ★4.88 · 3 bedrooms · 5 beds · 1 bath,168432313,Jackie,,City Heights East,32.7427388,-117.0885329,Entire home/apt,278,2,8,2023-08-28,3.64,2,207,8,"STR-07033L, 648262"
630661549124509432,Condo in San Diego · 1 bedroom · 1 bed · 1 bath,11625187,Nevine,,Cortez Hill,32.72305285898086,-117.15762546337339,Entire home/apt,195,31,0,,,1,365,0,
630671728833096856,Camper/RV in San Diego · ★4.96 · 1 bedroom · 1 bed · 1 bath,6082110,Shannon,,Pacific Beach,32.79687,-117.25181,Entire home/apt,151,2,85,2023-08-02,5.67,13,256,60,"STR-01238L, 644348"
626005720768819385,Guest suite in San Diego · ★4.96 · 1 bedroom · 2 beds · 1 bath,96248814,Steve,,Balboa Park,32.71518,-117.13466,Entire home/apt,148,2,55,2023-09-12,3.41,1,118,32,"STR-03028L, 642767"
630707149564639571,Home in San Diego · ★4.97 · 2 bedrooms · 3 beds · 1 bath,96133114,Alex,,Normal Heights,32.76891,-117.11685,Entire home/apt,187,2,146,2023-09-03,9.20,4,37,114,"STR-06459L, 647682"
630766686851170219,Townhouse in San Diego · ★4.90 · 3 bedrooms · 5 beds · 1 bath,191135924,Adam,,Midtown,32.74059,-117.17669,Entire home/apt,200,3,82,2023-09-13,5.15,7,51,65,"STR-04630L, 642698"
626085458845218908,Condo in Del Mar · ★4.81 · 2 bedrooms · 4 beds · 2 baths,162283241,Kimberly,,Del Mar Heights,32.9361,-117.25529,Entire home/apt,258,1,16,2023-08-25,0.99,14,343,13,"STR-01988L, 640730"
630939025947112128,Home in San Diego · ★4.64 · 1 bedroom · 2 beds · 1 bath,35913116,Kevin,,Normal Heights,32.75617562486593,-117.1195135355862,Entire home/apt,123,3,47,2023-09-14,3.02,1,4,31,"STR-06439L, 644276"
630974257939004042,Rental unit in San Diego · ★4.84 · 2 bedrooms · 3 beds · 1 bath,234239181,Yumi,,City Heights West,32.75363,-117.11979,Entire home/apt,122,2,57,2023-09-11,3.73,21,359,47,"STR-08569L, 650022"
626143829403331773,Condo in San Diego · 2 bedrooms · 3 beds · 2 baths,1660976,Colby & Stephanie,,Old Town,32.751003,-117.169258,Entire home/apt,159,30,0,,,2,176,0,"STR-08266L, 631094"
631044106085659693,Condo in San Diego · ★3.78 · 3 bedrooms · 6 beds · 2 baths,417495473,Kennedy,,East Village,32.71095,-117.15869,Entire home/apt,271,2,9,2022-11-16,0.60,8,345,6,Exempt
626284742688823135,Home in San Diego · ★4.94 · 3 bedrooms · 4 beds · 1.5 baths,43382950,Michelle,,City Heights East,32.73881,-117.09341,Entire home/apt,267,3,47,2023-08-27,3.09,1,241,35,"STR-00447L, 642483"
631047450790873904,Condo in San Diego · ★5.0 · 2 bedrooms · 2 beds · 2 baths,102640157,Alexandra,,East Village,32.711174,-117.158775,Entire home/apt,230,31,6,2023-05-29,0.41,1,174,4,
626350901523183494,Condo in San Diego · ★4.96 · 2 bedrooms · 4 beds · 2 baths,403953290,Deborah,,Pacific Beach,32.79478037312461,-117.25536896134115,Entire home/apt,262,2,70,2023-09-01,4.40,1,206,55,"STR-00716L, 622022"
631048847321362687,Guest suite in San Diego · ★5.0 · 1 bedroom · 1 bed · 1 bath,8222601,Santiago,,Bay Ho,32.836109,-117.219704,Entire home/apt,122,1,7,2023-09-10,7,1,155,7,"STR-07804L, 648980"
631157615031290856,Boutique hotel in San Diego · ★3.43 · 1 bedroom · 1 bed · 1 bath,224859198,Sonder (San Diego),,East Village,32.71231,-117.15444,Private room,163,31,7,2023-09-03,0.49,10,352,4,"STR-17570L, 17570"
626790548965866006,Villa in Chula Vista · ★4.0 · 10 bedrooms · 25 beds · 6 baths,16912042,Robert,,Northwest,32.64541,-117.06926,Entire home/apt,3021,30,3,2022-10-29,0.19,19,365,2,STR22-0130
631813466728374322,Rental unit in San Diego · ★4.67 · 2 bedrooms · 3 beds · 1 bath,25519858,Mission Beach Villas,,Mission Bay,32.77248,-117.250762,Entire home/apt,171,2,45,2023-09-05,2.80,30,354,32,"STR-03871L, 622841"
626802647897470319,Rental unit in San Diego · ★4.63 · 3 bedrooms · 3 beds · 2 baths,67843474,Alan,,Linda Vista,32.7802565,-117.1752239,Entire home/apt,186,2,56,2023-08-31,3.46,30,353,43,"STR-05862L, 646602"
626842838306029836,Rental unit in San Diego · ★5.0 · 1 bedroom · 1 bed · 1 bath,283221700,Ben,,Mission Valley,32.77463,-117.1497,Entire home/apt,130,31,7,2023-08-01,0.50,1,110,4,
631996729276226026,Townhouse in LA JOLLA · 2 bedrooms · 3 beds · 2.5 baths,406643393,Ildefonso,,La Jolla Village,32.86576,-117.23406,Entire home/apt,215,31,0,,,1,363,0,
632548329798764524,Condo in San Diego · 1 bedroom · 1 bed · 1 bath,24091463,Isabel,,Loma Portal,32.748,-117.22772,Entire home/apt,150,31,0,,,2,218,0,
626929113443193321,Home in Bonita · ★5.0 · 6 bedrooms · 11 beds · 4.5 baths,121916709,Zeina And Mo,,Northwest,32.64223844725896,-117.06457231334286,Entire home/apt,1007,3,40,2023-09-04,2.58,20,296,30,
627045787055549616,Home in San Diego · ★4.22 · 2 bedrooms · 3 beds · 1 bath,4870449,San Diego Vacay,,Memorial,32.70526,-117.13371,Entire home/apt,99,2,18,2023-08-21,1.27,3,341,17,"STR-05836L, 646494"
627120489471014611,Guest suite in San Diego · ★5.0 · 1 bedroom · 1 bed · 1 bath,31142850,Ania,,Lake Murray,32.79966,-117.02822,Entire home/apt,119,1,37,2023-08-09,3.28,1,195,37,"STR-05298L, 644328"
632616904899103298,Rental unit in San Diego · 2 bedrooms · 2 beds · 1 bath,42520041,Barb,,Pacific Beach,32.8047,-117.25924,Entire home/apt,345,31,2,2022-07-24,0.14,1,321,0,
627149030443054810,Rental unit in San Diego · ★4.99 · 1 bedroom · 1 bed · 1 bath,10042227,John,,Balboa Park,32.721489,-117.12912,Entire home/apt,148,2,80,2023-09-13,4.99,4,325,56,"STR-04383L, 636162"
632654013334457553,Loft in San Diego · ★5.0 · 1 bedroom · 2 beds · 1 bath,183159002,Atoosa,,La Jolla,32.822080510467295,-117.26251356303692,Entire home/apt,250,2,96,2023-09-14,6.34,1,259,84,"STR-03006L, 642299"
627567412162560474,Bungalow in San Diego · ★4.83 · 2 bedrooms · 2 beds · 2 baths,11135351,Chris,,City Heights West,32.7522,-117.11557,Entire home/apt,250,330,6,2023-01-01,0.40,1,338,2,
627642416260535032,Home in San Diego · ★5.0 · 5 bedrooms · 7 beds · 2 baths,14767766,Eli,,College Area,32.77106,-117.06848,Entire home/apt,375,5,3,2022-07-25,0.20,7,0,0,"STR-05793L, 646493"
627667270979636511,Guest suite in San Diego · ★4.29 · 1 bedroom · 2 beds · 1 private bath,220612201,Carly,,Mount Hope,32.70769,-117.11818,Private room,75,2,14,2023-02-25,0.86,1,0,3,"STR-06751L, 646371"
632661597989954457,Condo in San Diego · 1 bedroom · 1 bed · 1 bath,30447777,Zayed,,Midtown,32.74643,-117.16452,Entire home/apt,198,89,0,,,1,0,0,
632726599341120545,Guest suite in San Diego · ★4.97 · 1 bedroom · 2 beds · 1 bath,11272903,Ryan,,Midtown District,32.72703,-117.22645,Entire home/apt,138,29,64,2023-08-06,4.35,1,288,48,"STR-05143L, 631925"
627690938978874443,Condo in San Diego · 2 bedrooms · 2 beds · 2 baths,459281411,Wally,,City Heights East,32.75035,-117.0871,Entire home/apt,65,90,0,,,1,170,0,
632762358708685072,Townhouse in Chula Vista · ★5.0 · 1 bedroom · 1 bed · 1 private bath,143160778,Alyssa,,Otay Ranch,32.62731,-116.97091,Private room,70,1,25,2023-02-15,1.59,1,0,5,STR22-0078
632837158827290059,Rental unit in San Diego · ★4.90 · 1 bedroom · 1 bed · 1 bath,25320579,Bedford & Driggs,,University City,32.86720238354108,-117.2235703913382,Entire home/apt,246,31,10,2023-07-15,0.76,3,352,8,
627719725632204360,Condo in San Diego · ★4.75 · 1 bedroom · 2 beds · 1 bath,50478770,Bv,,North Hills,32.757881,-117.127464,Entire home/apt,151,15,4,2023-04-09,0.56,1,336,4,"STR-00547L, 664187"
632854456540397798,Home in San Diego · ★4.91 · 3 bedrooms · 3 beds · 2 baths,335150207,Amie,,Rancho Penasquitos,32.9446,-117.14098,Entire home/apt,419,3,23,2023-08-24,1.55,1,101,19,"STR-01212L, 642418"
633186523975556518,Home in San Diego · ★4.62 · 2 bedrooms · 4 beds · 1 bath,126644161,Evolve,,Pacific Beach,32.80334,-117.22088,Entire home/apt,168,31,26,2023-07-15,1.73,84,358,20,
628087035816176945,Rental unit in San Diego · ★4.93 · 2 bedrooms · 3 beds · 1 bath,432939989,James,,University City,32.87434,-117.20135,Entire home/apt,283,2,44,2023-07-25,2.93,15,344,31,"STR-07617L, 647765"
628139493805371636,Townhouse in San Diego · ★4.96 · 2 bedrooms · 3 beds · 2.5 baths,78737494,Brent,,North Hills,32.75761,-117.12762,Entire home/apt,376,1,25,2023-08-12,1.55,6,86,18,"STR-04820L, 642367"
633330736097771973,Guesthouse in San Diego · ★4.95 · 1 bedroom · 1 bed · 1 bath,238537922,Laurie,,Balboa Park,32.71757,-117.13966,Entire home/apt,93,2,75,2023-09-15,4.86,1,64,56,"STR-04168L, 644448"
628208642411904026,Condo in San Diego · ★4.88 · 2 bedrooms · 3 beds · 2 baths,4656446,Air Concierge,,Carmel Valley,32.941322,-117.236473,Entire home/apt,247,31,8,2023-08-05,0.54,35,60,5,
628211031585337556,Home in San Diego · ★4.50 · 3 bedrooms · 3 beds · 2 baths,326010257,AvantStay San Diego,,Mission Bay,32.760746,-117.249077,Entire home/apt,314,30,6,2023-04-01,0.38,61,349,1,"STR-02010L, 637770"
628212670597284474,Home in San Diego · ★4.88 · 3 bedrooms · 4 beds · 2 baths,326010257,AvantStay San Diego,,Mission Bay,32.760502,-117.249527,Entire home/apt,327,31,8,2023-04-08,0.51,61,341,4,
633440928642131109,Home in San Diego · ★4.98 · 1 bedroom · 1 bed · 1 bath,150602923,Meghan,,San Carlos,32.79575,-117.06975,Entire home/apt,104,2,46,2023-09-09,3.41,1,212,41,"STR-02548L, 644927"
628213964124893393,Home in San Diego · ★4.76 · 6 bedrooms · 7 beds · 4 baths,326010257,AvantStay San Diego,,Mission Bay,32.76075,-117.24908,Entire home/apt,543,1,17,2023-09-10,1.12,61,341,13,"STR-02010L, 637770"
628394833802096113,Serviced apartment in San Diego · 1 bedroom · 2 beds · 1 bath,17013472,Rafi,,East Village,32.7182,-117.15344,Entire home/apt,187,2,2,2022-11-11,0.16,2,90,1,Exempt
633470319251381475,Condo in San Diego · ★4.80 · 1 bedroom · 3 beds · 1 bath,359697964,Andy,,Little Italy,32.72526,-117.16709,Entire home/apt,250,9,10,2023-07-23,0.63,7,83,8,"STR-07626L, 648918"
628412453178689324,Rental unit in San Diego · ★4.68 · 1 bedroom · 2 beds · 1 bath,63260301,Anthony,,La Jolla,32.84117,-117.27568,Entire home/apt,148,2,57,2023-09-09,3.76,1,329,48,"STR-07412L, 648776"
633479896306264092,Rental unit in San Diego · ★5.0 · 1 bedroom · 1 bed · 1 bath,6238809,Stephanie,,North Hills,32.74952,-117.13297,Entire home/apt,88,31,4,2023-04-02,0.46,2,231,4,"STR-05322L, 613922"
628453467560474237,Home in San Diego · ★4.92 · 6 bedrooms · 8 beds · 6.5 baths,419786885,Jack,,La Jolla,32.83904,-117.25101,Entire home/apt,1528,2,38,2023-09-03,2.39,3,239,25,STR-01641L
633544303261312007,Condo in Chula Vista · ★4.0 · 1 bedroom · 2 beds · 1.5 baths,460629645,Karina,,East Lake,32.65247,-116.97582,Entire home/apt,215,30,5,2022-09-10,0.34,1,179,0,
628559496069962474,Rental unit in San Diego · ★4.92 · 1 bedroom · 1 bed · 1 bath,32376414,Brett,,Mission Bay,32.79393,-117.23853,Entire home/apt,103,1,24,2023-07-10,1.50,1,11,3,"STR-07450L, 648779"
633568635857912169,Home in San Diego · 2 bedrooms · 4 beds · 2 baths,460634940,Mitra,,La Jolla,32.83181128772063,-117.26163596898611,Entire home/apt,599,31,0,,,1,89,0,
633602534775527764,Cottage in San Diego · ★4.90 · 2 bedrooms · 4 beds · 2 baths,7118915,Cece,,Mission Bay,32.783218,-117.251511,Entire home/apt,167,2,31,2023-08-08,1.95,2,209,23,"STR-00491L, 519297"
633883640711748478,Townhouse in San Diego · ★5.0 · 2 bedrooms · 3 beds · 2.5 baths,78737494,Brent,,North Hills,32.7573037728749,-117.12793728625037,Entire home/apt,376,31,6,2022-12-26,0.38,6,21,3,
628616786511294214,Villa in San Diego · ★4.88 · 5 bedrooms · 7 beds · 3.5 baths,87664227,Remote Relocations,,La Jolla,32.84375,-117.25082,Entire home/apt,634,1,48,2023-08-17,3.05,2,163,30,"STR-04162L, 643627"
633950945101696147,Rental unit in San Diego · ★4.88 · 1 bedroom · 4 beds · 1 bath,266789930,Diana,,Mission Bay,32.76437,-117.250336,Entire home/apt,399,4,25,2023-07-22,1.62,7,160,19,"STR-01104L, 613361"
628904770352346391,Home in San Diego · ★4.94 · 5 bedrooms · 8 beds · 2.5 baths,454230100,Philip,,La Jolla,32.85219,-117.23955,Entire home/apt,799,2,48,2023-09-12,3.01,1,182,28,"STR-00067L, 642524"
634008234551245648,Home in San Diego · ★4.91 · 3 bedrooms · 4 beds · 2 baths,364843098,Denny,,Oak Park,32.74326,-117.06299,Entire home/apt,214,2,58,2023-09-16,4.58,1,344,57,"STR-01323L, 642783"
634038184309711911,Home in San Diego · ★4.46 · 2 bedrooms · 2 beds · 1 bath,113883981,City,,City Heights East,32.75176,-117.10037,Entire home/apt,553,1,61,2023-08-06,4.05,29,270,48,"STR-04198L, 645712"
634038631729013886,Home in San Diego · ★5.0 · 3 bedrooms · 3 beds · 1 bath,280455853,Tony,,Webster,32.72167774881029,-117.08753326809845,Entire home/apt,250,2,42,2023-08-08,2.72,1,365,36,"STR-00905L, 644017"
628982270130371230,Cottage in San Diego · ★5.0 · 1 bedroom · 2 beds · 1 bath,36364146,Tomas,,La Jolla,32.84833,-117.26984,Entire home/apt,254,4,31,2023-08-13,1.95,3,27,25,"STR-06291L, 647322"
634093263897722371,Home in San Diego · ★4.90 · 5 bedrooms · 8 beds · 4 baths,460769874,William,,La Jolla,32.82306,-117.25961,Entire home/apt,1295,3,30,2023-09-04,1.96,1,324,21,"STR-04104L, 632305"
629008541790413104,Home in San Diego · ★4.85 · 2 bedrooms · 4 beds · 1.5 baths,154680709,Anthony And Family,,City Heights West,32.746639,-117.109772,Entire home/apt,135,31,13,2023-04-09,0.84,15,230,3,
634095272329380456,Loft in San Diego · 1 bedroom · 1 bed · 1 bath,460770242,Zander,,East Village,32.71036,-117.15393,Entire home/apt,10,31,0,,,1,0,0,
634172613439310976,Townhouse in San Diego · ★4.69 · 2 bedrooms · 3 beds · 2 baths,38690778,Bluewater Vacation Homes,,La Jolla,32.82737,-117.27916,Entire home/apt,231,31,13,2023-06-11,1.01,100,305,11,
634188509867995012,Home in San Diego · 5 bedrooms · 7 beds · 4.5 baths,38690778,Bluewater Vacation Homes,,La Jolla,32.8275,-117.27821,Entire home/apt,698,31,1,2022-10-16,0.09,100,280,1,
629029642091835277,Home in San Diego · ★4.94 · 2 bedrooms · 3 beds · 2.5 baths,11457676,Martin And Diah,,Balboa Park,32.72559,-117.13268,Entire home/apt,285,3,18,2023-09-04,1.17,1,81,15,"STR-06935L, 631333"
634210680343287221,Condo in San Diego · ★5.0 · 1 bedroom · 1 bed · 1 bath,68170885,Eungi,,La Jolla Village,32.857727,-117.23304,Entire home/apt,130,31,3,2023-02-08,0.21,1,320,1,
634656481564801336,Townhouse in San Diego · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,38690778,Bluewater Vacation Homes,,La Jolla,32.8293,-117.27799,Entire home/apt,464,1,9,2023-09-04,0.78,100,287,9,"STR-02569L, 617841"
629034728772312794,Home in San Diego · ★4.89 · 3 bedrooms · 4 beds · 2 baths,92454891,Sherri,,North Clairemont,32.83578,-117.20084,Entire home/apt,249,31,18,2023-07-22,1.44,1,260,16,"STR-00828L, 643535"
634741239331691608,Home in San Diego · ★4.90 · 1 bedroom · 1 bed · 2 shared baths,4432528,Basilio,,College Area,32.769814,-117.071663,Private room,91,1,42,2023-08-10,2.68,5,16,28,"STR-07355L, 648248"
634851272186730342,Home in San Diego · ★4.90 · 2 bedrooms · 2 beds · 1 bath,43349223,Evan,,North Hills,32.74351,-117.12459,Entire home/apt,170,2,60,2023-09-10,3.78,76,87,45,"STR-02955L, 645411"
634946923761338555,Home in San Diego · ★4.85 · 2 bedrooms · 2 beds · 1 bath,47715508,Seth,,Pacific Beach,32.79683,-117.23013,Entire home/apt,225,3,13,2022-10-31,0.88,3,26,4,"STR-07406L, 642540"
629038826253361774,Home in San Diego · ★5.0 · 4 bedrooms · 5 beds · 3 baths,38396724,Chance,,Old Town,32.7516,-117.18847,Entire home/apt,908,2,12,2023-09-03,1.22,1,27,12,"STR-04048L, 645754"
634950512858753259,Condo in San Diego · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,117655502,Dan & Britt,,Serra Mesa,32.78093,-117.14348,Entire home/apt,152,31,4,2023-04-05,0.32,7,361,3,
635002669951423625,Rental unit in San Diego · ★4.83 · 1 bedroom · 3 beds · 1 bath,39632767,Zack,,East Village,32.71505,-117.15147,Entire home/apt,124,31,23,2023-05-20,1.51,2,0,17,
635004176622637241,Home in Chula Vista · ★4.78 · 3 bedrooms · 4 beds · 1 bath,218531066,Valley,,Northwest,32.62522,-117.09237,Entire home/apt,204,2,49,2023-09-10,3.07,2,31,32,STR22-0061
629088687648746507,Home in San Diego · ★4.82 · 3 bedrooms · 4 beds · 3 baths,458931716,Jacob,,North Hills,32.735912,-117.13063,Entire home/apt,344,3,49,2023-08-28,3.08,25,188,30,"STR-01495L, 641981"
629090995942261719,Serviced apartment in San Diego · ★4.45 · 2 bedrooms · 3 beds · 1 bath,301775154,Neil,,Grant Hill,32.71365,-117.14594,Entire home/apt,104,2,33,2023-08-18,2.47,18,362,30,Exempt
629093198796495230,Rental unit in San Diego · ★4.79 · 2 bedrooms · 2 beds · 1 bath,8159961,Jasmine,,Mission Bay,32.77385,-117.25256,Entire home/apt,285,7,42,2023-09-03,2.60,6,155,34,"STR-03306L, 645198"
635377029626975417,Camper/RV in San Diego · ★4.91 · 1 bedroom · 4 beds · 1 bath,17792271,Ana,,Pacific Beach,32.802452,-117.256783,Entire home/apt,120,2,55,2023-08-28,3.75,1,333,45,"STR-06192L, 647063"
629103282365179665,Guesthouse in San Diego · ★4.43 · 1 bedroom · 2 beds · 1 bath,458931716,Jacob,,North Hills,32.735954,-117.130653,Entire home/apt,153,31,14,2023-09-06,0.88,25,209,10,
629107543042318346,Guesthouse in San Diego · ★4.83 · 1 bedroom · 2 beds · 1 bath,458931716,Jacob,,North Hills,32.73669,-117.12973,Entire home/apt,134,31,12,2023-07-07,0.76,25,143,6,
629148176693634844,Bed and breakfast in Chula Vista · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,147827407,Negin,,Lynwood Hills,32.62849,-117.02229,Private room,81,2,24,2023-09-04,1.55,1,365,20,STR23-0030
629191897811722454,Condo in San Diego · ★4.93 · 1 bedroom · 4 beds · 1 bath,18698598,Ryan,,Gaslamp Quarter,32.7133,-117.15986,Entire home/apt,183,1,45,2023-07-23,2.81,12,174,32,"STR-05095L, 646018"
635420645190212712,Bungalow in San Diego · 1 bedroom · 1 bed · 1 bath,461073015,Jessica,,El Cerritos,32.759212,-117.066528,Entire home/apt,300,31,0,,,1,364,0,
635421036098788282,Home in San Diego · ★4.75 · 1 bedroom · 1 bed · 1 bath,147276739,Urban Sands,,Cortez Hill,32.722893,-117.165268,Entire home/apt,156,1,36,2023-08-30,2.33,87,352,27,"STR-05591L, 642304"
